nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Barrett,Sandra,50,183.9,61.8,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,3184,divorcé,0.0,0.66,2025-03-22,377.0,5000.0,40000.0
Weiss,Kenneth,74,179.3,64.0,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2881,célibataire,,0.96,2021-02-19,,,
Hughes,Adrian,65,165.6,92.3,F,oui,bac+2,Corse,oui,oui,2378,divorcé,,0.03,2021-12-28,375.0,753.74,40000.0
Clark,Elizabeth,61,162.7,69.6,H,oui,bac,Hauts-de-France,non,oui,2389,veuf,,0.32,2022-11-17,694.0,257.84,40000.0
Daniel,Colleen,44,180.9,37.3,F,non,bac,Normandie,non,oui,4284,,0.0,0.08,2025-03-09,702.0,10000.0,40000.0
Leonard,Nicholas,26,166.2,52.1,F,oui,doctorat,Île-de-France,non,oui,500,,,0.33,2020-09-21,,,
Obrien,April,69,176.8,98.5,H,oui,aucun,Occitanie,oui,oui,4338,divorcé,,0.01,2024-01-30,,5000.0,
Williamson,Barry,54,180.2,70.2,H,oui,master,Bretagne,oui,oui,1516,marié,1.0,0.65,2021-02-02,677.0,5000.0,40000.0
Jones,Joseph,60,141.4,33.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1275,,0.0,0.98,2022-05-04,,10000.0,
Ward,Stephanie,25,170.4,72.8,F,non,bac+2,Bretagne,non,oui,2721,célibataire,,0.88,2024-11-20,,,
Chen,Lisa,64,170.1,65.2,H,oui,bac,Hauts-de-France,oui,oui,2296,veuf,2.0,0.74,2020-05-19,,5000.0,
Shea,Tony,26,165.9,58.9,F,oui,master,Bretagne,oui,oui,1175,,,0.34,2024-03-08,608.0,957.27,40000.0
Williams,Stephanie,50,157.6,61.2,H,oui,doctorat,Occitanie,non,non,1968,veuf,2.0,0.65,2023-12-03,792.0,10000.0,40000.0
Charles,Elizabeth,39,149.7,67.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2859,célibataire,0.0,0.18,2022-07-18,339.0,,
Jordan,Jason,57,162.2,83.4,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,1106,,,0.18,2025-01-15,644.0,,
Martinez,Joe,27,168.8,79.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2903,marié,2.0,0.1,2025-01-23,530.0,311.74,40000.0
Lamb,Lisa,67,162.3,51.6,F,non,aucun,Île-de-France,non,oui,2264,,2.0,0.88,2021-03-27,,10000.0,
Webb,Jesse,39,149.4,51.3,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2777,divorcé,5.0,0.08,2024-03-29,710.0,,
Zimmerman,Amy,19,157.3,86.3,H,oui,doctorat,Bretagne,non,non,2254,célibataire,,0.45,2022-03-08,,5000.0,
Aguirre,Melissa,42,169.9,75.4,F,oui,doctorat,Corse,oui,non,3084,divorcé,4.0,0.29,2024-07-09,566.0,5000.0,40000.0
Walker,Kayla,59,175.6,75.6,F,non,doctorat,Normandie,non,oui,1507,marié,5.0,0.28,2020-06-05,402.0,10000.0,40000.0
Miranda,Brenda,37,152.4,62.2,F,oui,bac+2,Corse,oui,oui,4392,veuf,4.0,0.88,2023-07-13,416.0,,
Fischer,James,68,181.7,59.8,H,non,doctorat,Hauts-de-France,oui,oui,1077,divorcé,2.0,0.25,2025-01-06,,766.53,
Mcclure,Noah,48,161.2,68.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1935,célibataire,4.0,0.01,2020-07-15,478.0,10000.0,40000.0
Smith,Gary,70,166.7,78.6,F,non,bac+2,Bretagne,non,non,3906,célibataire,,0.72,2020-08-17,809.0,1084.82,40000.0
Duncan,Amanda,55,169.8,84.0,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2209,marié,,0.98,2021-03-08,,,
Gonzalez,Theresa,73,178.3,102.6,H,non,bac+2,Occitanie,non,oui,2587,marié,,0.98,2023-09-10,,,
Liu,Jason,43,179.9,65.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,3340,marié,,0.83,2024-11-24,516.0,10000.0,40000.0
Wang,Megan,20,163.3,76.1,H,non,master,Corse,oui,non,2150,veuf,,0.32,2024-03-31,,225.86,
Steele,Lynn,61,171.2,96.2,H,non,bac,Corse,non,non,2432,veuf,,0.72,2022-11-11,,5000.0,
Arnold,Rodney,35,162.3,98.7,F,non,bac,Île-de-France,oui,non,3432,veuf,,0.92,2024-06-15,,,
Harris,Ryan,37,169.3,60.1,H,oui,bac,Corse,non,oui,3214,,4.0,0.47,2020-08-05,,,
Peterson,Nathaniel,46,179.8,66.7,H,non,aucun,Normandie,non,non,4036,marié,,0.03,2023-02-17,513.0,589.35,40000.0
Reyes,Heather,57,156.8,41.8,F,oui,bac,Occitanie,oui,oui,1987,,2.0,0.15,2024-07-27,,1668.47,
Gardner,Donna,68,172.0,55.2,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,1511,divorcé,,0.65,2023-03-09,536.0,,
Hicks,Amanda,56,169.5,101.3,F,non,aucun,Bretagne,oui,oui,3620,divorcé,,0.02,2025-03-16,763.0,896.16,40000.0
Jackson,Virginia,20,176.6,76.2,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3647,,2.0,0.03,2023-12-07,,,
Brown,Kevin,55,178.7,74.9,H,non,bac,Hauts-de-France,non,oui,500,veuf,5.0,0.36,2022-10-13,,,
Fowler,Charles,69,171.5,64.0,F,oui,bac,Hauts-de-France,non,non,2309,,,1.0,2021-02-24,,1394.5,
Chase,Travis,26,180.5,61.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,500,divorcé,,0.59,2021-05-20,,479.95,
Rollins,Karen,58,151.1,68.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1554,veuf,,0.29,2024-04-24,569.0,,
Walker,Tanya,39,178.5,41.9,H,non,bac+2,Corse,non,oui,3197,célibataire,,0.35,2021-07-24,512.0,662.0,40000.0
Hooper,Billy,39,153.8,76.7,F,non,aucun,Normandie,non,oui,1951,divorcé,,0.62,2023-01-07,,10000.0,
Pope,Jesse,26,168.1,43.1,F,non,aucun,Normandie,oui,oui,3122,,0.0,0.24,2021-02-11,684.0,,
Cabrera,Ricky,42,168.5,56.2,H,oui,bac+2,Normandie,non,oui,2225,veuf,4.0,0.27,2025-04-10,751.0,744.91,40000.0
Bradley,Chad,54,167.0,85.0,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,3484,divorcé,,0.83,2024-06-07,707.0,1020.76,40000.0
Bryant,Lauren,46,179.6,59.4,H,oui,doctorat,Île-de-France,oui,oui,3746,marié,,0.35,2020-10-03,,1219.81,
Logan,Katherine,58,181.4,48.1,F,oui,bac+2,Corse,oui,oui,2937,divorcé,5.0,0.61,2024-07-06,684.0,10000.0,40000.0
Pacheco,Todd,62,161.0,53.4,H,non,aucun,Île-de-France,non,non,3770,marié,3.0,0.01,2024-05-13,,5000.0,
Nelson,Barry,72,154.2,77.6,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1438,veuf,2.0,0.59,2023-11-17,,1322.29,
Harmon,Dakota,20,189.3,62.1,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,4979,divorcé,,0.5,2021-05-07,,,
Pugh,James,70,171.1,79.7,H,non,aucun,Corse,non,oui,662,marié,5.0,0.9,2021-06-27,,10000.0,
Thomas,Brad,18,166.6,74.4,F,oui,bac+2,Île-de-France,non,non,2045,célibataire,0.0,0.92,2022-11-30,,1496.29,
Ortiz,Megan,43,171.8,78.9,H,oui,bac+2,Normandie,oui,oui,4351,,5.0,0.3,2020-12-28,386.0,,
Rogers,Michael,47,159.0,72.9,H,non,doctorat,Occitanie,oui,oui,1775,marié,4.0,0.1,2022-04-16,,10000.0,
Wilson,Natasha,67,171.3,34.2,F,non,bac,Normandie,oui,non,2445,divorcé,,0.16,2021-10-07,,326.23,
Fox,Benjamin,39,175.8,95.6,H,non,master,Auvergne-Rhône-Alpes,oui,oui,500,,0.0,0.92,2024-08-08,,5000.0,
Gilbert,Sarah,38,153.9,75.9,H,oui,aucun,Occitanie,oui,oui,2030,,,0.81,2023-04-23,640.0,5000.0,40000.0
Mccormick,Laura,62,172.1,56.7,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1928,célibataire,4.0,0.51,2024-07-18,,5000.0,
Powell,Robert,62,158.3,100.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2098,marié,3.0,0.78,2020-02-08,,356.23,
Flores,Kevin,40,165.1,63.6,F,oui,bac,Corse,non,non,1938,,2.0,0.48,2023-03-12,,10000.0,
Lynch,Holly,68,186.2,88.9,F,non,doctorat,Corse,oui,oui,2286,célibataire,4.0,0.31,2021-08-28,,10000.0,
Roberts,Mitchell,45,174.7,59.6,H,non,bac+2,Corse,non,oui,2635,marié,,0.38,2023-12-10,,,
Johnson,David,57,166.6,79.0,H,non,master,Corse,non,non,3517,,2.0,0.83,2023-06-16,,895.15,
Daniels,Roger,38,165.6,78.0,H,oui,bac,Occitanie,non,non,500,,,0.67,2023-12-16,651.0,,
Hardy,Kim,73,168.6,61.6,F,non,bac+2,Île-de-France,non,oui,2143,célibataire,2.0,0.9,2024-07-20,640.0,10000.0,40000.0
Rodriguez,Beverly,55,161.4,71.9,H,oui,doctorat,Hauts-de-France,oui,oui,4532,marié,3.0,0.91,2021-11-25,,10000.0,
Barrett,Jacob,22,151.4,97.7,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,4834,veuf,0.0,0.59,2021-11-27,375.0,10000.0,40000.0
Larsen,Anthony,33,186.0,83.0,H,oui,doctorat,Bretagne,oui,oui,3647,veuf,0.0,0.49,2020-01-13,,,
Schmidt,Vincent,56,169.1,47.5,H,oui,bac+2,Hauts-de-France,oui,oui,2359,célibataire,1.0,0.38,2023-05-31,381.0,5000.0,40000.0
Anderson,Charles,37,174.7,40.7,H,oui,aucun,Bretagne,non,non,1325,,0.0,0.56,2021-09-09,414.0,,
Hamilton,Kristen,55,164.8,70.8,H,non,bac+2,Île-de-France,oui,oui,1456,veuf,,0.91,2023-03-25,,,
Adams,Kimberly,70,177.1,77.7,H,non,doctorat,Île-de-France,non,non,1279,veuf,1.0,0.96,2022-07-17,,5000.0,
Palmer,Crystal,63,152.9,73.2,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,3264,célibataire,3.0,0.44,2024-03-03,676.0,10000.0,40000.0
Owens,Mary,37,171.3,92.9,F,non,aucun,Occitanie,non,non,3161,,,0.66,2022-10-12,719.0,679.34,40000.0
Adkins,Christina,69,186.3,78.7,F,oui,aucun,Hauts-de-France,oui,oui,3767,divorcé,,0.97,2020-08-17,,5000.0,
Rodriguez,Phyllis,43,168.2,53.6,F,non,doctorat,Île-de-France,oui,oui,3295,marié,,0.7,2025-01-08,801.0,,
Cain,Lisa,64,193.0,71.4,F,non,aucun,Occitanie,oui,non,1080,célibataire,,0.4,2025-05-06,380.0,796.21,40000.0
Williams,Douglas,34,179.7,71.3,H,oui,master,Île-de-France,oui,oui,500,,3.0,0.6,2025-02-02,765.0,,
Murray,Marie,60,180.3,90.2,F,oui,bac+2,Corse,oui,non,1046,marié,3.0,0.58,2022-08-10,613.0,1043.76,40000.0
Gray,Deborah,54,189.8,66.7,H,non,aucun,Île-de-France,oui,oui,3321,veuf,,0.63,2020-09-30,,5000.0,
Hall,Melissa,36,178.3,84.0,F,non,bac,Bretagne,non,oui,500,célibataire,4.0,0.44,2023-06-16,,5000.0,
Bryant,Thomas,49,183.1,62.5,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,1783,marié,5.0,0.36,2021-06-13,,5000.0,
Brown,David,28,170.5,55.1,H,non,doctorat,Île-de-France,oui,oui,1862,veuf,3.0,0.78,2025-02-03,,5000.0,
Clark,Douglas,46,180.9,101.8,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2972,célibataire,1.0,0.78,2023-11-07,,,
Ballard,Holly,59,178.0,99.0,F,oui,bac+2,Bretagne,oui,non,2846,,1.0,0.29,2022-05-28,831.0,5000.0,40000.0
Williams,Wesley,22,184.7,33.9,H,oui,aucun,Bretagne,oui,non,2504,célibataire,0.0,0.08,2022-11-28,,5000.0,
Thompson,Nicholas,68,181.1,66.6,F,oui,aucun,Occitanie,non,oui,3145,divorcé,,0.79,2023-12-08,663.0,,
Young,Elizabeth,24,177.5,45.3,F,non,doctorat,Normandie,oui,oui,2141,divorcé,0.0,0.62,2023-11-15,,,
Johnson,Steven,38,175.2,83.2,F,oui,aucun,Île-de-France,non,oui,4123,célibataire,4.0,0.15,2023-03-11,696.0,10000.0,40000.0
Robles,Dawn,41,178.8,100.6,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,3432,marié,0.0,0.0,2024-05-20,337.0,10000.0,40000.0
Nelson,Jessica,33,181.3,67.2,H,non,master,Hauts-de-France,oui,oui,2168,célibataire,,0.94,2024-11-22,,5000.0,
Berry,Michael,74,174.6,57.9,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2122,veuf,4.0,0.13,2020-03-07,,1003.67,
Williams,Jacob,74,170.1,48.7,H,oui,doctorat,Corse,non,non,3777,veuf,3.0,0.73,2023-08-11,,10000.0,
Haley,John,56,157.9,72.3,H,oui,doctorat,Hauts-de-France,non,oui,4388,veuf,0.0,0.7,2021-09-11,,10000.0,
Davis,Tyler,54,171.0,51.1,F,oui,doctorat,Corse,non,non,2930,célibataire,,0.85,2022-12-16,609.0,1281.02,40000.0
Jackson,Richard,18,159.0,75.9,H,non,doctorat,Occitanie,non,oui,2286,célibataire,0.0,0.66,2020-02-07,,,
Anderson,Eric,71,167.1,70.4,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,1767,divorcé,2.0,0.95,2021-09-01,,670.69,
Pope,Mary,19,169.6,95.5,F,non,master,Bretagne,non,non,1587,,2.0,0.96,2023-04-12,,5000.0,
Harrison,Marc,39,154.6,70.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2169,célibataire,,0.99,2023-06-01,,969.51,
Stone,Yolanda,67,171.4,54.8,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1860,divorcé,,0.42,2021-02-13,,10000.0,
Suarez,Mary,51,170.3,49.8,F,non,master,Île-de-France,non,non,4855,marié,,0.24,2021-07-14,645.0,508.03,40000.0
Cunningham,Leah,39,171.0,84.0,H,non,doctorat,Corse,non,oui,2946,veuf,4.0,0.82,2024-07-18,810.0,,
Allen,Kevin,58,184.7,96.5,F,non,doctorat,Normandie,oui,oui,661,,,0.06,2021-11-10,436.0,728.01,40000.0
Cooley,Dennis,33,178.3,66.6,F,non,doctorat,Occitanie,non,non,3642,marié,3.0,0.86,2024-02-23,747.0,10000.0,40000.0
Matthews,Joseph,60,171.8,55.2,H,oui,master,Normandie,non,non,3565,,,0.18,2024-09-28,,,
Walton,Stephen,26,167.1,60.5,F,oui,bac,Normandie,oui,non,3031,célibataire,,0.43,2024-10-21,,5000.0,
Nelson,Anthony,72,161.5,90.8,F,oui,bac+2,Bretagne,non,oui,576,célibataire,0.0,0.96,2020-07-21,,,
Burns,Justin,75,168.9,83.6,F,oui,master,Occitanie,non,non,2828,célibataire,1.0,0.54,2021-07-09,308.0,338.33,40000.0
Marshall,Tammy,26,195.8,66.4,F,non,aucun,Bretagne,non,non,3041,célibataire,,0.49,2023-01-05,352.0,10000.0,40000.0
Brooks,Travis,52,178.8,80.3,H,non,bac+2,Corse,non,oui,3533,veuf,,0.28,2022-03-11,405.0,1149.9,40000.0
Lewis,Melanie,51,168.6,60.9,F,oui,master,Bretagne,non,oui,3554,marié,,0.17,2024-02-06,799.0,5000.0,40000.0
Mitchell,Janet,73,148.9,42.1,F,oui,aucun,Île-de-France,non,oui,1935,divorcé,,0.59,2023-02-05,407.0,1384.58,40000.0
Hodge,Rebecca,73,171.3,74.6,F,non,doctorat,Bretagne,oui,non,2592,divorcé,3.0,0.24,2024-01-23,444.0,,
Smith,Lori,61,163.9,61.3,F,non,bac+2,Normandie,non,oui,2733,célibataire,3.0,0.56,2023-08-27,661.0,5000.0,40000.0
Williamson,Mario,61,166.3,54.5,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2489,marié,,0.79,2020-07-07,667.0,10000.0,40000.0
Robles,Cheryl,36,184.4,68.7,F,non,doctorat,Hauts-de-France,oui,oui,950,célibataire,4.0,0.26,2023-04-14,,833.99,
Santiago,Leroy,22,172.4,93.1,H,non,master,Bretagne,oui,oui,500,divorcé,,0.39,2020-07-06,,1110.48,
Williams,Stephen,54,174.9,65.4,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1258,,4.0,0.49,2024-01-06,539.0,5000.0,40000.0
Franco,Debra,52,176.1,83.5,F,oui,master,Hauts-de-France,non,non,5383,veuf,,0.64,2020-11-16,,10000.0,
Rice,Christine,49,179.3,76.4,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2195,marié,0.0,0.23,2021-10-10,,,
Alexander,Parker,26,180.7,49.0,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1104,veuf,,0.44,2024-03-11,372.0,,
Coleman,Jesse,25,168.8,67.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2729,,0.0,0.65,2023-11-05,736.0,5000.0,40000.0
Lee,Katherine,44,174.0,74.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3498,veuf,1.0,0.41,2020-05-08,470.0,,
Anderson,Hannah,24,153.7,80.9,F,non,bac,Normandie,oui,oui,3009,,,0.99,2023-05-25,,1053.09,
Brown,Brian,39,193.2,58.4,F,non,doctorat,Normandie,oui,non,500,célibataire,,0.68,2021-03-16,595.0,761.31,40000.0
Espinoza,Raymond,46,166.7,52.0,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,4358,marié,,0.84,2020-05-19,,10000.0,
Rivera,Henry,51,160.6,81.4,F,non,bac,Occitanie,non,oui,2101,marié,,0.06,2023-03-01,,,
Barr,Pamela,51,168.9,56.9,F,oui,bac,Hauts-de-France,oui,oui,4915,veuf,5.0,0.44,2021-10-18,,,
Hatfield,John,54,177.9,44.8,H,oui,master,Normandie,oui,oui,1545,divorcé,,0.78,2024-11-16,,10000.0,
Johnson,Tonya,57,150.7,59.0,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2313,,0.0,0.36,2025-03-22,,10000.0,
Davis,Christopher,42,174.2,74.6,F,non,master,Corse,non,non,786,marié,,1.0,2024-03-30,,10000.0,
Beltran,Jaclyn,35,172.5,63.5,H,non,doctorat,Normandie,non,oui,1122,marié,0.0,0.34,2020-05-21,341.0,10000.0,40000.0
Richardson,Adriana,35,165.7,70.4,F,oui,aucun,Corse,non,non,3341,divorcé,1.0,0.49,2020-09-05,382.0,5000.0,40000.0
Hoffman,Travis,21,165.5,65.9,F,oui,aucun,Normandie,non,non,3700,célibataire,,0.19,2024-10-10,714.0,,
Neal,Kimberly,59,175.0,61.3,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2918,marié,,0.75,2022-07-26,411.0,,
Jarvis,Rhonda,38,160.8,49.2,H,non,bac+2,Bretagne,non,non,2365,célibataire,5.0,0.03,2020-04-19,842.0,385.42,40000.0
Hartman,Christine,63,165.3,75.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,2799,veuf,,0.82,2023-05-03,,5000.0,
Payne,Craig,52,173.3,47.3,F,non,aucun,Île-de-France,non,oui,2615,divorcé,,0.37,2024-07-25,570.0,5000.0,40000.0
Moore,Mary,38,174.6,44.3,H,oui,bac,Hauts-de-France,non,non,3215,divorcé,,0.32,2021-04-23,,,
Dunn,Eugene,41,157.3,70.6,F,non,master,Auvergne-Rhône-Alpes,oui,non,500,,,0.26,2023-09-05,330.0,,
Ritter,Patricia,37,163.9,58.1,F,non,bac+2,Île-de-France,non,oui,2613,célibataire,,0.15,2023-01-23,497.0,646.94,40000.0
Tucker,Bryan,23,166.6,86.3,F,non,master,Corse,oui,oui,3393,,,0.58,2020-09-11,718.0,10000.0,40000.0
Matthews,Megan,22,171.3,81.6,H,non,bac,Corse,non,oui,3003,veuf,,0.32,2021-01-30,,867.0,
Schneider,Nicole,20,172.4,45.6,H,oui,master,Corse,oui,oui,3578,marié,,0.36,2025-01-01,690.0,,
Davila,Joshua,45,161.5,96.9,H,oui,bac+2,Normandie,non,oui,2413,veuf,2.0,0.29,2022-03-18,743.0,10000.0,40000.0
Horn,Gabriel,36,181.2,55.9,H,oui,aucun,Occitanie,oui,oui,2737,divorcé,,0.08,2022-02-07,535.0,10000.0,40000.0
Lee,Tina,34,171.6,59.5,H,non,bac,Corse,non,oui,2494,célibataire,,0.53,2020-03-05,,,
Foley,Shari,19,159.0,65.0,H,non,bac+2,Corse,non,non,4527,,0.0,0.97,2024-04-29,,872.81,
Ortega,Marie,40,173.4,68.7,H,oui,doctorat,Occitanie,oui,oui,2994,marié,1.0,0.76,2020-08-26,422.0,,
Williams,Eugene,24,172.1,74.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1741,célibataire,,0.94,2025-03-24,,10000.0,
Barnes,Kristopher,21,171.1,46.3,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1448,veuf,2.0,0.06,2025-05-14,363.0,394.91,40000.0
Burch,Joshua,39,155.9,71.0,H,oui,aucun,Corse,non,non,2202,marié,3.0,0.51,2020-12-08,,850.62,
Nunez,Alicia,34,166.6,80.6,F,non,aucun,Île-de-France,non,oui,500,marié,0.0,0.69,2025-04-26,,10000.0,
Lucero,Darren,54,171.9,71.7,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,938,célibataire,,0.35,2021-01-10,,,
Pierce,Richard,60,169.6,65.8,F,oui,aucun,Île-de-France,non,oui,1842,marié,,0.28,2024-06-07,,10000.0,
Brown,Susan,50,181.3,70.7,F,non,bac+2,Occitanie,non,non,4979,divorcé,,0.26,2025-03-14,409.0,1129.18,40000.0
Hicks,Christine,27,161.5,49.8,H,oui,master,Bretagne,non,non,2597,marié,,0.12,2020-08-13,,,
Rodriguez,Robert,65,167.9,58.2,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2560,célibataire,,0.95,2021-05-08,550.0,5000.0,40000.0
Robinson,Gina,65,160.8,74.2,F,non,doctorat,Normandie,oui,oui,1669,veuf,,0.86,2021-11-02,,,
Harding,Carrie,39,168.7,29.3,F,oui,doctorat,Corse,non,oui,1978,célibataire,1.0,0.64,2021-03-12,,,
Ramos,Sheryl,29,167.7,68.2,F,non,bac+2,Île-de-France,oui,non,2029,,,0.46,2020-12-05,,5000.0,
Payne,Yvonne,74,168.0,59.9,H,oui,doctorat,Occitanie,oui,oui,2501,marié,,0.72,2021-10-30,490.0,222.51,40000.0
Campbell,John,42,152.2,54.4,H,oui,aucun,Bretagne,oui,oui,2693,veuf,,0.15,2020-09-01,748.0,736.48,40000.0
Carson,Lori,62,175.7,76.2,H,oui,bac,Île-de-France,oui,non,5389,,,0.99,2022-11-02,665.0,10000.0,40000.0
Murray,Stephanie,45,188.6,87.6,F,oui,bac+2,Hauts-de-France,oui,non,4128,,4.0,0.55,2021-03-26,612.0,10000.0,40000.0
Horne,Mark,34,168.0,54.9,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2327,divorcé,,0.05,2021-10-20,344.0,5000.0,40000.0
Anderson,Maurice,52,167.3,56.5,F,non,doctorat,Occitanie,non,non,1644,célibataire,,0.5,2023-10-02,,903.57,
Aguirre,Colton,64,159.1,51.4,F,oui,bac+2,Bretagne,non,non,2376,divorcé,,0.14,2023-05-01,606.0,1191.77,40000.0
Brown,Matthew,61,169.3,42.4,F,non,aucun,Occitanie,non,oui,1305,célibataire,,0.05,2022-06-27,,,
Flores,Ronald,45,169.9,70.6,F,non,bac+2,Occitanie,oui,non,2675,célibataire,,0.47,2020-02-11,,,
Dudley,Christine,62,166.4,39.1,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,4505,divorcé,,0.32,2020-08-22,,741.93,
Jenkins,William,53,184.5,67.1,F,oui,doctorat,Bretagne,non,oui,2772,,4.0,0.34,2023-04-23,525.0,,
Martin,Kenneth,53,173.6,53.5,F,oui,bac+2,Normandie,non,oui,3345,veuf,5.0,0.01,2023-09-12,458.0,,
Lowe,Nicholas,68,157.2,89.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3192,,,0.25,2023-04-10,430.0,10000.0,40000.0
Morrow,Scott,19,160.5,80.2,H,non,bac,Occitanie,oui,oui,2556,divorcé,1.0,0.57,2025-04-25,611.0,10000.0,40000.0
Glover,Calvin,19,161.3,78.8,F,non,bac+2,Hauts-de-France,oui,oui,500,veuf,,0.77,2020-03-06,839.0,1442.29,40000.0
Flores,Sarah,43,172.1,59.6,F,oui,aucun,Normandie,non,oui,1443,,,0.24,2023-06-14,741.0,5000.0,40000.0
Fletcher,Michelle,54,173.4,69.4,F,oui,doctorat,Corse,non,non,2579,veuf,3.0,0.57,2023-06-02,362.0,10000.0,40000.0
Jackson,David,38,160.9,88.9,F,oui,aucun,Normandie,oui,non,4185,marié,5.0,0.98,2023-03-04,423.0,5000.0,40000.0
Moss,Julia,74,178.4,45.5,F,non,doctorat,Occitanie,non,oui,2637,,4.0,0.19,2021-05-12,,5000.0,
Rice,Danielle,28,155.7,70.9,F,non,bac+2,Normandie,non,oui,2503,divorcé,,0.96,2024-01-03,812.0,,
Rogers,Christopher,68,176.7,64.0,F,non,master,Occitanie,oui,non,1822,,,0.52,2024-11-30,314.0,,
Roberts,Andrew,51,172.1,81.5,F,non,aucun,Hauts-de-France,non,non,2157,,,0.52,2022-07-13,,,
Diaz,Jim,63,163.1,83.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2255,,,0.14,2020-10-23,553.0,784.68,40000.0
Lee,Melissa,54,160.8,36.3,F,oui,aucun,Corse,non,oui,3521,veuf,3.0,0.68,2021-03-30,,10000.0,
Fernandez,Theresa,55,186.8,78.3,F,non,bac+2,Bretagne,non,oui,2276,divorcé,3.0,0.49,2022-10-05,,5000.0,
Brown,Catherine,22,171.7,58.3,F,non,bac,Normandie,non,non,500,célibataire,3.0,0.2,2020-08-14,,10000.0,
Lopez,Scott,46,168.8,51.9,H,non,bac,Bretagne,non,non,5598,veuf,,0.26,2023-08-16,,5000.0,
Ryan,Christina,43,164.9,74.2,F,oui,aucun,Hauts-de-France,oui,oui,2008,marié,,0.68,2021-01-26,451.0,10000.0,40000.0
Hammond,David,22,172.8,61.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,4321,veuf,,1.0,2024-11-27,,,
Martinez,Mark,23,172.9,71.8,F,non,master,Occitanie,non,oui,500,marié,,0.69,2024-02-15,,,
Cook,Erin,32,155.5,84.3,F,non,aucun,Île-de-France,oui,non,1337,,4.0,0.3,2020-09-08,561.0,5000.0,40000.0
Simpson,Dana,46,184.1,74.6,F,non,bac,Occitanie,non,oui,2163,,4.0,0.01,2020-08-24,,,
Deleon,Nancy,67,160.8,98.8,F,non,master,Bretagne,non,non,4405,veuf,4.0,0.65,2020-01-08,485.0,,
Ramirez,Whitney,53,170.8,77.8,F,oui,aucun,Île-de-France,oui,non,1930,marié,1.0,0.26,2022-02-06,,,
Jimenez,Kenneth,71,186.9,73.8,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,500,,5.0,0.76,2021-08-31,,5000.0,
Chung,April,71,165.0,72.6,F,non,bac+2,Bretagne,non,non,4197,marié,1.0,0.02,2022-02-20,362.0,,
